state,district,pincode,age_0_5,age_5_17,age_18_greater,total_enrolments
Karnataka,Davangere,577512,66,8,1,75
Karnataka,Dakshina Kannada,575022,67,6,2,75
West Bengal,Koch Bihar,735304,26,48,1,75
Odisha,Jajapur,755025,56,19,0,75
Odisha,Debagarh,768121,65,10,0,75
Karnataka,Davangere,577589,71,3,1,75
Telangana,Warangal,506324,51,24,0,75
Assam,Karbi Anglong,782446,53,19,3,75
Gujarat,Vadodara,391210,67,6,2,75
Rajasthan,Jhunjhunun,332716,57,18,0,75
West Bengal,Barddhaman,713203,54,20,1,75
West Bengal,Bardhaman,713103,45,30,0,75
Rajasthan,Tonk,304022,55,20,0,75
Maharashtra,Mumbai,400057,56,19,0,75
Tamil Nadu,Tirunelveli,627413,62,13,0,75
Tamil Nadu,Pudukkottai,622202,65,9,1,75
Tamil Nadu,Namakkal,637404,63,12,0,75
Kerala,Palakkad,679122,58,13,4,75
Tripura,Gomati,799105,55,20,0,75
West Bengal,Hooghly,712515,47,24,4,75
Andhra Pradesh,Cuddapah,516108,68,7,0,75
Odisha,Sundergarh,770039,71,4,0,75
Telangana,K.V. Rangareddy,500090,50,25,0,75
Andhra Pradesh,Visakhapatnam,531113,74,1,0,75
Maharashtra,Jalna,431135,65,10,0,75
Maharashtra,Jalna,431205,56,19,0,75
Uttar Pradesh,Rae Bareli,229210,37,38,0,75
Haryana,Jhajjar,124505,73,2,0,75
Assam,Charaideo,785693,56,16,3,75
Odisha,Bhadrak,756163,46,29,0,75
Tamil Nadu,Viluppuram,605751,56,19,0,75
Telangana,Medchal-Malkajgiri,500068,59,14,2,75
West Bengal,Bankura,722153,48,26,1,75
Maharashtra,Kolhapur,416218,69,5,1,75
Maharashtra,Kolhapur,416221,72,3,0,75
Karnataka,Uttara Kannada,581318,71,4,0,75
Uttar Pradesh,Sonbhadra,231218,37,37,1,75
Haryana,Sonipat,131304,74,1,0,75
Karnataka,Tumkur,572125,74,1,0,75
Andhra Pradesh,Ananthapuramu,515401,67,8,0,75
Karnataka,Bagalkot,587205,66,8,1,75
Andhra Pradesh,Chittoor,517569,67,8,0,75
West Bengal,Hooghly,712705,57,18,0,75
Tamil Nadu,Thanjavur,613504,52,23,0,75
Telangana,Suryapet,508233,61,14,0,75
Odisha,Rayagada,765001,59,16,0,75
Assam,Nalbari,781306,55,18,2,75
Karnataka,Bengaluru,560003,56,7,12,75
Karnataka,Bijapur,586213,66,9,0,75
Karnataka,Chamrajanagar,571490,61,13,1,75
Gujarat,Rajkot,360405,67,5,3,75
Jammu And Kashmir,Jammu,181205,64,11,0,75
Rajasthan,Churu,331031,50,24,1,75
Andhra Pradesh,Krishna,521211,71,4,0,75
Karnataka,Kolar,563113,69,6,0,75
Telangana,Nalgonda,508004,65,10,0,75
West Bengal,Hooghly,712138,40,33,2,75
Madhya Pradesh,Khandwa,450110,52,23,0,75
Tamil Nadu,Dindigul,624703,60,15,0,75
Tamil Nadu,Dindigul,624616,56,19,0,75
Tamil Nadu,Ariyalur,612902,55,17,3,75
Uttar Pradesh,Ambedkar Nagar,224235,44,29,2,75
Karnataka,Shimoga,577419,69,6,0,75
Haryana,Ambala,134007,68,7,0,75
Andhra Pradesh,Visakhapatnam,530012,74,0,1,75
Telangana,Nirmal,504110,68,7,0,75
Telangana,Nirmal,504306,70,5,0,75
West Bengal,Barddhaman,713404,60,15,0,75
Madhya Pradesh,Seoni,480881,67,8,0,75
Rajasthan,Karauli,321610,53,22,0,75
Andhra Pradesh,Cuddapah,516259,74,1,0,75
Tamil Nadu,Villupuram,607204,62,13,0,75
Karnataka,Belagavi,591227,63,12,0,75
Maharashtra,Mumbai City,400015,60,11,4,75
Maharashtra,Mumbai City,400009,66,6,3,75
Bihar,Bhojpur,802302,23,52,0,75
West Bengal,South 24 Parganas,700063,49,25,1,75
Uttar Pradesh,Bara Banki,225404,57,18,0,75
Andhra Pradesh,Guntur,522549,72,3,0,75
Telangana,Kamareddy,503101,69,6,0,75
Madhya Pradesh,Bhopal,462047,67,6,1,74
Maharashtra,Nagpur,441113,72,1,1,74
Maharashtra,Ahmadnagar,414301,60,14,0,74
Odisha,Sundergarh,770012,61,13,0,74
Andhra Pradesh,Krishna,521456,64,10,0,74
Karnataka,Vijayapura,586216,68,5,1,74
Assam,Kamrup Metro,781035,38,27,9,74
Kerala,Kannur,670102,35,35,4,74
Karnataka,Belgaum,591101,67,7,0,74
Andhra Pradesh,Kakinada,533005,66,8,0,74
Odisha,Kendrapara,754153,61,13,0,74
Uttar Pradesh,Allahabad,212404,37,35,2,74
Assam,Kamrup Metro,781037,30,19,25,74
Assam,Kamrup Metro,781024,21,30,23,74
West Bengal,Darjeeling,734102,58,15,1,74
Maharashtra,Yavatmal,445106,55,11,8,74
Gujarat,Junagadh,362020,68,3,3,74
Gujarat,Rajkot,363660,54,20,0,74
Karnataka,Gulbarga,585218,58,16,0,74
Kerala,Kozhikode,673509,33,37,4,74
Jammu And Kashmir,Jammu,184121,70,4,0,74
Maharashtra,Mumbai Suburban,400079,63,10,1,74
Punjab,Sas Nagar (Mohali),140308,62,9,3,74
Maharashtra,Mumbai Suburban,400091,51,18,5,74
Punjab,Sangrur,148025,69,5,0,74
West Bengal,Nadia,741503,65,7,2,74
Odisha,Nayagarh,752025,65,9,0,74
Andhra Pradesh,Medak,502334,64,10,0,74
Punjab,Hoshiarpur,144523,73,1,0,74
Punjab,Hoshiarpur,144202,57,9,8,74
West Bengal,Barddhaman,713127,63,11,0,74
Gujarat,Mahisagar,389172,65,9,0,74
Bihar,Gaya,804424,22,52,0,74
Tamil Nadu,Viluppuram,604302,67,7,0,74
Gujarat,Tapi,394630,71,3,0,74
Jammu And Kashmir,Jammu,185154,65,9,0,74
Odisha,Bhadrak,756121,61,13,0,74
Delhi,East Delhi,110053,52,21,1,74
Karnataka,Dharwad,580118,69,4,1,74
Andhra Pradesh,Chittoor,517234,71,3,0,74
Assam,South Salmara Mankachar,783127,62,12,0,74
Odisha,Mayurbhanj,757093,55,17,2,74
Tamil Nadu,Salem,636308,57,15,2,74
Kerala,Palakkad,678581,59,11,4,74
Gujarat,Anand,388365,56,10,8,74
Odisha,Mayurbhanj,757105,63,11,0,74
Kerala,Idukki,685553,65,9,0,74
Andhra Pradesh,Kurnool,518452,68,6,0,74
Karnataka,Belgaum,591115,71,3,0,74
West Bengal,Kolkata,700029,34,26,14,74
Odisha,Nayagarh,752091,65,8,1,74
Maharashtra,Amravati,444809,67,5,2,74
Gujarat,Gir Somnath,362710,60,7,7,74
Jammu And Kashmir,Srinagar,190012,59,13,2,74
Karnataka,Kodagu,571214,68,5,1,74
Bihar,Patna,800018,22,51,1,74
Karnataka,Kalaburagi,585317,67,7,0,74
Uttarakhand,Champawat,262580,69,5,0,74
Telangana,Warangal,506167,57,17,0,74
Tamil Nadu,Erode,638102,65,9,0,74
West Bengal,Malda,732212,66,8,0,74
Assam,Nalbari,781370,58,16,0,74
Punjab,Barnala,148102,68,6,0,74
West Bengal,Alipurduar,736208,52,20,2,74
Bihar,Khagaria,851220,40,32,2,74
Odisha,Balangir,767030,67,7,0,74
Tamil Nadu,Madurai,625205,66,8,0,74
Telangana,Rajanna Sircilla,505304,74,0,0,74
Telangana,Nagarkurnool,509401,61,13,0,74
Telangana,Nagarkurnool,509376,62,12,0,74
West Bengal,South 24 Parganas,700018,28,32,14,74
West Bengal,Koch Bihar,736170,63,11,0,74
Karnataka,Bellary,583111,65,9,0,74
Karnataka,Shivamogga,577202,73,1,0,74
Maharashtra,Solapur,413315,62,9,3,74
Tamil Nadu,Tirunelveli,627106,66,8,0,74
Karnataka,Chamrajanagar,571117,70,3,1,74
Karnataka,Dakshina Kannada,575023,61,12,1,74
West Bengal,Purba Medinipur,721449,69,5,0,74
Gujarat,Ahmedabad,382435,48,21,5,74
Uttar Pradesh,Gautam Buddha Nagar,201303,47,25,2,74
Kerala,Thiruvananthapuram,695506,65,8,1,74
Tamil Nadu,Chennai,600085,56,15,3,74
Haryana,Hisar,125038,73,1,0,74
Odisha,Jajpur,755017,61,13,0,74
Tamil Nadu,Chennai,600112,60,12,2,74
Kerala,Kasaragod,671319,51,22,1,74
Rajasthan,Alwar,301713,54,19,1,74
Tamil Nadu,Thanjavur,612301,60,14,0,74
Rajasthan,Chittorgarh,312404,45,28,1,74
Mizoram,Champhai,796320,63,9,2,74
Telangana,Karimnagar,505188,64,10,0,74
Maharashtra,Ahmadnagar,413707,66,8,0,74
Uttar Pradesh,Gautam Buddha Nagar,203141,36,38,0,74
Andhra Pradesh,Guntur,522111,62,12,0,74
Jharkhand,Ranchi,835325,53,21,0,74
Tamil Nadu,Thanjavur,612501,57,17,0,74
Odisha,Jajapur,755006,63,11,0,74
Gujarat,Kheda,387610,55,18,1,74
Tamil Nadu,Perambalur,621104,67,7,0,74
Andhra Pradesh,Visakhapatnam,531031,71,3,0,74
Kerala,Thiruvananthapuram,695002,50,20,4,74
Karnataka,Belgaum,591122,62,12,0,74
Gujarat,Sabarkantha,383450,65,6,3,74
Tamil Nadu,Tiruvannamalai,631701,64,10,0,74
Kerala,Palakkad,679536,53,16,5,74
Maharashtra,Satara,415111,65,5,4,74
West Bengal,North Twenty Four Parganas,743442,60,14,0,74
Tamil Nadu,Tirunelveli,627753,70,4,0,74
West Bengal,North Twenty Four Parganas,743249,59,14,0,73
Maharashtra,Mumbai,400103,46,27,0,73
Telangana,Rajanna Sircilla,505405,67,6,0,73
Gujarat,Kachchh,370445,58,12,3,73
Karnataka,Bijapur,586118,51,22,0,73
Karnataka,Bijapur,586127,59,14,0,73
Odisha,Mayurbhanj,757073,54,19,0,73
Bihar,Banka,813116,35,38,0,73
Karnataka,Tumkur,572129,72,1,0,73
Uttar Pradesh,Jalaun,285128,40,32,1,73
Andhra Pradesh,Guntur,522663,63,10,0,73
Kerala,Kollam,691004,44,23,6,73
Andhra Pradesh,Y. S. R,516003,67,4,2,73
Andhra Pradesh,East Godavari,533341,66,6,1,73
Tamil Nadu,Tiruchirappalli,621205,67,6,0,73
Kerala,Kozhikode,673613,62,11,0,73
Odisha,Ganjam,760006,66,7,0,73
Arunachal Pradesh,Kurung Kumey,791118,19,42,12,73
Andhra Pradesh,East Godavari,533247,71,2,0,73
Tamil Nadu,Sivaganga,630202,63,10,0,73
Tamil Nadu,Perambalur,621220,65,8,0,73
Jharkhand,Palamu,822117,62,11,0,73
Maharashtra,Nanded,431718,60,9,4,73
Kerala,Alappuzha,688005,58,14,1,73
Karnataka,Bellary,583220,58,15,0,73
West Bengal,Dakshin Dinajpur,733126,57,12,4,73
Andhra Pradesh,Cuddapah,516309,70,3,0,73
Andhra Pradesh,Krishna,521333,66,7,0,73
Gujarat,Gandhinagar,382028,48,11,14,73
Punjab,Ferozepur,142052,66,7,0,73
Odisha,Puri,752119,63,10,0,73
West Bengal,Bankura,722156,64,7,2,73
West Bengal,Jalpaiguri,734007,42,30,1,73
Maharashtra,Jalgaon,425507,71,2,0,73
Gujarat,Sabarkantha,383410,61,7,5,73
Odisha,Sundergarh,770074,63,10,0,73
Uttar Pradesh,Sambhal,243638,26,47,0,73
Assam,Kamrup Metro,781150,54,19,0,73
Assam,Kamrup,781017,57,16,0,73
Uttarakhand,Nainital,263140,66,7,0,73
Tamil Nadu,Cuddalore,608704,64,9,0,73
Himachal Pradesh,Bilaspur,174021,73,0,0,73
Tripura,West Tripura,799212,52,19,2,73
Maharashtra,Ratnagiri,415804,62,7,4,73
Maharashtra,Osmanabad,413528,62,11,0,73
Gujarat,Bharuch,393030,71,2,0,73
Uttar Pradesh,Bulandshahar,203001,40,33,0,73
Jammu And Kashmir,Jammu,180017,60,12,1,73
Karnataka,Gulbarga,585308,60,13,0,73
Tamil Nadu,Thoothukkudi,628203,67,6,0,73
Jammu And Kashmir,Kathua,184102,59,14,0,73
Maharashtra,Gadchiroli,442604,65,7,1,73
Andhra Pradesh,Vizianagaram,535218,73,0,0,73
Andhra Pradesh,Visakhapatnam,531127,70,3,0,73
Maharashtra,Satara,415001,55,16,2,73
Kerala,Palakkad,679308,52,15,6,73
Tamil Nadu,Pudukkottai,622506,66,7,0,73
Assam,Biswanath,784172,49,21,3,73
Odisha,Mayurbhanj,757028,45,26,2,73
Tamil Nadu,Ramanathapuram,623529,54,16,3,73
Maharashtra,Kolhapur,416212,67,6,0,73
Tamil Nadu,Tirunelveli,627103,60,13,0,73
Telangana,Mahabubnagar,509216,49,24,0,73
Karnataka,Hassan,573122,67,5,1,73
Tamil Nadu,Madurai,625008,66,7,0,73
Bihar,Bhojpur,841312,6,66,1,73
Kerala,Thiruvananthapuram,695526,65,3,5,73
Karnataka,Belgaum,591311,67,6,0,73
Karnataka,Hassan,573131,70,3,0,73
Karnataka,Tumkur,572218,67,6,0,73
Tamil Nadu,Madurai,625221,65,8,0,73
Rajasthan,Jhunjhunun,333011,55,17,1,73
Jharkhand,Dhanbad,828119,39,32,2,73
Rajasthan,Chittorgarh,312206,49,23,1,73
Bihar,Purnia,855105,54,18,1,73
Maharashtra,Thane,401203,52,21,0,73
Tamil Nadu,Tirunelveli,627001,63,10,0,73
Gujarat,Anand,388430,60,9,4,73
Tamil Nadu,Chennai,600129,54,19,0,73
Andhra Pradesh,East Godavari,533216,71,2,0,73
West Bengal,Koch Bihar,735301,39,34,0,73
Karnataka,Belgaum,591232,67,6,0,73
Haryana,Jind,126110,70,3,0,73
Odisha,Ganjam,761151,62,11,0,73
Haryana,Rohtak,124411,72,1,0,73
Kerala,Idukki,685588,57,13,3,73
Telangana,Siddipet,506223,70,2,1,73
Maharashtra,Nanded,431742,44,28,1,73
Uttarakhand,Almora,263653,69,4,0,73
Tamil Nadu,Tirunelveli,627502,60,13,0,73
Telangana,Mancherial,504201,54,19,0,73
Tamil Nadu,Thanjavur,613403,68,5,0,73
Rajasthan,Pali,306501,52,21,0,73
Rajasthan,Sawai Madhopur,322203,55,17,1,73
Assam,Golaghat,785618,47,20,6,73
West Bengal,North 24 Parganas,700118,41,28,4,73
Maharashtra,Gadchiroli,441208,71,1,1,73
Gujarat,Amreli,365550,54,17,2,73
Tamil Nadu,Tirunelveli,627719,72,1,0,73
Punjab,Fazilka,152033,65,8,0,73
Jammu And Kashmir,Pulwama,192306,65,8,0,73
Telangana,Medak,502256,54,19,0,73
Chhattisgarh,Uttar Bastar Kanker,494670,61,12,0,73
Tamil Nadu,Tenkasi,627751,69,4,0,73
Andhra Pradesh,Prakasam,523272,62,11,0,73
Karnataka,Belgaum,591130,63,10,0,73
Odisha,Khorda,751030,49,21,3,73
Andhra Pradesh,Prakasam,523281,57,16,0,73
West Bengal,North Twenty Four Parganas,700119,50,23,0,73
Andhra Pradesh,Chittoor,517505,68,5,0,73
Uttar Pradesh,Pratapgarh,230126,45,28,0,73
Kerala,Kozhikode,673015,52,21,0,73
West Bengal,South Dinajpur,733121,59,14,0,73
Chhattisgarh,Janjgir-Champa,495695,65,8,0,73
West Bengal,Paschim Medinipur,721161,69,4,0,73
Gujarat,Bhavnagar,364265,64,5,4,73
Telangana,Karimnagar,505532,62,10,0,72
Karnataka,Bangalore,560008,59,13,0,72
Gujarat,Jamnagar,360531,58,11,3,72
Rajasthan,Ajmer,305004,57,13,2,72
Gujarat,Patan,384225,57,13,2,72
Dadra And Nagar Haveli And Daman And Diu,Dadra And Nagar Haveli,396230,60,6,6,72
Tamil Nadu,Tenkasi,627811,69,3,0,72
Uttar Pradesh,Chandauli,221110,28,43,1,72
Haryana,Kurukshetra,136130,72,0,0,72
West Bengal,Alipurduar,735208,32,21,19,72
Tamil Nadu,Tiruvannamalai,606805,64,8,0,72
Kerala,Kannur,670306,60,11,1,72
Tamil Nadu,Tiruvannamalai,604405,62,10,0,72
Andhra Pradesh,Krishna,521165,63,8,1,72
Odisha,Sambalpur,768227,69,3,0,72
Uttar Pradesh,Shrawasti,271865,22,41,9,72
Tamil Nadu,Thiruvarur,610107,50,22,0,72
Nagaland,Tuensang,798616,22,46,4,72
Haryana,Ambala,134201,70,2,0,72
Tamil Nadu,Coimbatore,642004,61,11,0,72
Tamil Nadu,Tirunelveli,627853,68,4,0,72
Telangana,Nagarkurnool,509102,62,10,0,72
Kerala,Palakkad,679513,57,15,0,72
Kerala,Kannur,670604,49,21,2,72
Gujarat,Amreli,365650,56,15,1,72
Odisha,Jajapur,755004,56,16,0,72
Tamil Nadu,Namakkal,637212,65,7,0,72
Andhra Pradesh,Vizianagaram,535578,69,3,0,72
Gujarat,Gandhinagar,382422,58,4,10,72
Gujarat,Kheda,388180,63,7,2,72
Madhya Pradesh,Sehore,466118,58,14,0,72
Uttar Pradesh,Bahraich,271845,35,33,4,72
Odisha,Jagatsinghapur,754136,64,8,0,72
Maharashtra,Solapur,413228,61,10,1,72
Kerala,Kasaragod,671551,56,14,2,72
Uttarakhand,Pauri Garhwal,246155,62,8,2,72
Tamil Nadu,Coimbatore,641024,51,21,0,72
Tamil Nadu,Coimbatore,642005,61,11,0,72
Jharkhand,Ramgarh,829105,48,24,0,72
Andhra Pradesh,Rangareddi,500087,49,23,0,72
Punjab,Jalandhar,144026,55,14,3,72
Gujarat,Mahesana,384410,62,9,1,72
Odisha,Jajapur,755003,59,13,0,72
Puducherry,Karaikal,609609,66,5,1,72
Assam,Sibsagar,785667,32,13,27,72
Madhya Pradesh,Jabalpur,482056,63,9,0,72
Andhra Pradesh,Visakhapatnam,531219,72,0,0,72
Assam,Sibsagar,785680,52,20,0,72
Gujarat,Kachchh,370405,52,12,8,72
Maharashtra,Buldhana,444201,62,9,1,72
Himachal Pradesh,Shimla,171207,65,6,1,72
Kerala,Kollam,690520,59,12,1,72
Uttar Pradesh,Hathras,281308,37,35,0,72
Tamil Nadu,Tirunelveli,627356,61,11,0,72
Andhra Pradesh,Tirupati,517520,35,27,10,72
Rajasthan,Ajmer,305408,48,24,0,72
Madhya Pradesh,Shajapur,465445,59,13,0,72
Gujarat,Banas Kantha,385120,26,34,12,72
Tamil Nadu,Tiruchirappalli,621213,63,9,0,72
Andhra Pradesh,Nellore,524218,55,16,1,72
Haryana,Ambala,133102,70,2,0,72
Gujarat,Surendra Nagar,382760,53,14,5,72
Andhra Pradesh,Nellore,524123,65,7,0,72
Tamil Nadu,Villupuram,604206,69,3,0,72
Bihar,Muzaffarpur,843153,25,45,2,72
Andhra Pradesh,East Godavari,533464,67,5,0,72
Karnataka,Gulbarga,585305,69,3,0,72
Gujarat,Valsad,396145,67,5,0,72
Gujarat,Valsad,396150,68,3,1,72
Karnataka,Bijapur,586212,65,7,0,72
Tamil Nadu,Dindigul,624220,64,8,0,72
Maharashtra,Mumbai City,400025,62,4,6,72
Gujarat,Vadodara,391520,57,15,0,72
Karnataka,Bidar,585436,55,15,2,72
Andhra Pradesh,Anantapur,515751,68,4,0,72
Andhra Pradesh,Anantapur,515731,70,2,0,72
Punjab,Gurdaspur,143517,60,11,1,72
Chandigarh,Chandigarh,160030,68,4,0,72
Tamil Nadu,Tiruvallur,600080,53,19,0,72
Tamil Nadu,Ariyalur,621710,58,13,1,72
Maharashtra,Kolhapur,416103,66,6,0,72
Andhra Pradesh,Anantapur,515425,70,2,0,72
Uttar Pradesh,Sambhal,243640,14,56,2,72
Maharashtra,Nashik,422215,66,6,0,72
West Bengal,West Midnapore,721507,57,15,0,72
Tamil Nadu,Thanjavur,614803,62,10,0,72
Gujarat,Devbhumi Dwarka,361320,54,12,6,72
Odisha,Balangir,767041,67,5,0,72
Chhattisgarh,Manendragarhâ€“Chirmiriâ€“Bharatpur,497449,42,30,0,72
Odisha,Sundergarh,770014,67,5,0,72
Tamil Nadu,Kancheepuram,600041,58,14,0,72
Maharashtra,Ahmadnagar,414101,63,7,1,71
Uttar Pradesh,Faizabad,224225,45,26,0,71
Andhra Pradesh,West Godavari,534426,65,6,0,71
Tamil Nadu,Tiruchirappalli,621202,66,5,0,71
Karnataka,Bangalore,560105,59,12,0,71
Odisha,Kalahandi,766031,61,7,3,71
Tamil Nadu,Viluppuram,604201,68,3,0,71
Andhra Pradesh,Sri Sathya Sai,515201,63,6,2,71
Odisha,Boudh,762018,63,8,0,71
Maharashtra,Bid,431131,51,20,0,71
Odisha,Cuttack,754206,64,7,0,71
Andhra Pradesh,Nellore,524134,55,16,0,71
Karnataka,Mysuru,570017,57,10,4,71
Gujarat,Arvalli,383251,58,11,2,71
West Bengal,North 24 Parganas,743144,44,24,3,71
Karnataka,Belgaum,591119,62,9,0,71
Karnataka,Bidar,585353,49,20,2,71
Andhra Pradesh,Cuddapah,516503,65,6,0,71
Kerala,Thiruvananthapuram,695124,64,6,1,71
Haryana,Rewari,123103,66,5,0,71
West Bengal,Jalpaiguri,736201,33,37,1,71
Chhattisgarh,Bilaspur,495115,60,11,0,71
Andhra Pradesh,Cuddapah,516150,67,4,0,71
Tamil Nadu,Tiruvannamalai,604504,65,6,0,71
Gujarat,Ahmedabad,380006,62,8,1,71
Haryana,Panipat,132140,68,3,0,71
Gujarat,Mahisagar,389232,68,2,1,71
Chhattisgarh,Baloda Bazar,493551,44,27,0,71
Maharashtra,Jalna,431507,62,9,0,71
Maharashtra,Kolhapur,416214,51,18,2,71
Uttar Pradesh,Aligarh,204215,37,33,1,71
Maharashtra,Thane,401202,57,14,0,71
Gujarat,Junagadh,362510,54,17,0,71
Tamil Nadu,Salem,636117,66,5,0,71
Puducherry,Puducherry,533464,67,4,0,71
Andhra Pradesh,Prakasam,523212,59,12,0,71
Kerala,Kannur,670662,48,18,5,71
Tamil Nadu,Kancheepuram,600114,53,18,0,71
Andhra Pradesh,Chittoor,517591,64,6,1,71
Tamil Nadu,Krishnagiri,635108,62,9,0,71
Andhra Pradesh,East Godavari,533262,64,7,0,71
Tamil Nadu,Tirunelveli,627107,61,10,0,71
Odisha,Baleswar,756080,57,14,0,71
Tamil Nadu,Tenkasi,627756,67,4,0,71
Odisha,Puri,752045,58,13,0,71
Odisha,Nayagarh,752089,64,7,0,71
Odisha,Puri,752046,63,7,1,71
Telangana,Peddapalli,505525,60,11,0,71
Andhra Pradesh,Hyderabad,500034,57,14,0,71
Andhra Pradesh,Sri Potti Sriramulu Nellore,524201,30,23,18,71
Tamil Nadu,Thanjavur,614203,55,16,0,71
Kerala,Kannur,670691,58,12,1,71
West Bengal,North Twenty Four Parganas,743126,52,18,1,71
Mizoram,Champhai,796310,57,6,8,71
Rajasthan,Chittorgarh,312613,49,20,2,71
Karnataka,Ballari,583113,62,8,1,71
Manipur,Imphal West,795136,28,41,2,71
Karnataka,Mysore,570010,69,2,0,71
Uttarakhand,Nainital,263002,59,11,1,71
Tamil Nadu,Villupuram,606202,64,7,0,71
Tamil Nadu,Dindigul,624302,54,17,0,71
Odisha,Mayurbhanj,757082,55,15,1,71
Andhra Pradesh,Srikakulam,532218,69,2,0,71
Karnataka,Bangalore,560040,61,10,0,71
Tamil Nadu,Cuddalore,608401,59,12,0,71
West Bengal,Murshidabad,731241,63,8,0,71
Odisha,Bargarh,768111,62,9,0,71
Andhra Pradesh,Rangareddi,500048,56,15,0,71
Karnataka,Tumakuru,572106,68,2,1,71
Karnataka,Chitradurga,577555,66,5,0,71
Odisha,Jharsuguda,768217,61,10,0,71
Odisha,Jajapur,755013,53,18,0,71
Maharashtra,Kolhapur,416203,52,19,0,71
Telangana,Nizamabad,503180,65,6,0,71
Tamil Nadu,Tiruvallur,631202,50,21,0,71
West Bengal,Haora,711309,38,32,1,71
Orissa,Cuttack,753001,53,18,0,71
Chhattisgarh,Korba,495678,62,9,0,71
Tamil Nadu,Krishnagiri,635204,61,10,0,71
Tamil Nadu,Kancheepuram,631603,54,17,0,71
Tamil Nadu,Virudhunagar,626005,59,12,0,71
Assam,West Karbi Anglong,782410,4,7,60,71
Maharashtra,Nanded,431803,41,25,5,71
Mizoram,Aizawl,796012,47,20,4,71
West Bengal,Haora,711106,45,26,0,71
Tamil Nadu,Theni,625562,57,14,0,71
Andhra Pradesh,Cuddapah,516215,67,4,0,71
Gujarat,Navsari,396540,69,1,1,71
Gujarat,Rajkot,360023,50,15,6,71
Karnataka,Udupi,574118,63,6,2,71
Tamil Nadu,Thanjavur,613002,57,13,1,71
Tamil Nadu,Tirunelveli,627352,52,19,0,71
Haryana,Bhiwani,127027,68,2,1,71
Maharashtra,Pune,413132,59,11,1,71
Kerala,Palakkad,679309,55,14,2,71
Assam,Chirang,783380,57,14,0,71
Maharashtra,Solapur,413212,64,6,1,71
Gujarat,Gandhinagar,382424,46,22,3,71
Punjab,Ludhiana,141126,57,12,2,71
Tamil Nadu,Coimbatore,641046,55,15,1,71
Telangana,Nagarkurnool,509385,53,18,0,71
West Bengal,Koch Bihar,736133,60,11,0,71
West Bengal,Barddhaman,713358,45,25,1,71
Gujarat,Anand,388315,46,12,13,71
Karnataka,Dakshina Kannada,574229,63,7,1,71
Telangana,Medchal-Malkajgiri,501401,49,20,1,70
Tamil Nadu,Kancheepuram,603209,54,16,0,70
Telangana,Hanumakonda,506003,62,8,0,70
Manipur,Churachandpur,795006,21,42,7,70
Andhra Pradesh,Mahabub Nagar,509301,50,20,0,70
Maharashtra,Wardha,442106,68,1,1,70
Gujarat,Junagadh,362150,63,7,0,70
Kerala,Kollam,691005,51,16,3,70
West Bengal,Purba Bardhaman,713130,63,3,4,70
Andhra Pradesh,East Godavari,533431,63,7,0,70
Arunachal Pradesh,Tawang,790106,42,24,4,70
Kerala,Thiruvananthapuram,695521,60,6,4,70
Andhra Pradesh,Prakasam,523367,62,8,0,70
Kerala,Kannur,670011,45,21,4,70
Andhra Pradesh,Prakasam,523211,64,5,1,70
Uttarakhand,Uttarkashi,249151,64,6,0,70
Tamil Nadu,Tiruvannamalai,604410,65,5,0,70
Odisha,Kandhamal,762001,64,6,0,70
Maharashtra,Thane,421303,46,24,0,70
Gujarat,The Dangs,394715,58,10,2,70
West Bengal,Barddhaman,713501,56,14,0,70
Gujarat,Surendra Nagar,382755,45,21,4,70
Kerala,Kozhikode,673616,56,12,2,70
Telangana,Sangareddy,502318,59,11,0,70
Madhya Pradesh,Bhopal,462024,56,13,1,70
Karnataka,Belgaum,590005,63,7,0,70
Chhattisgarh,Baloda Bazar,493195,66,4,0,70
West Bengal,Alipurduar,735220,43,21,6,70
Telangana,Narayanpet,509205,61,9,0,70
Haryana,Rohtak,124406,68,1,1,70
Haryana,Sirsa,125101,68,2,0,70
West Bengal,Puruliya,723214,56,14,0,70
Assam,Kamrup,781382,45,19,6,70
Tamil Nadu,Ramanathapuram,623518,54,16,0,70
Himachal Pradesh,Sirmaur,173104,66,3,1,70
Gujarat,Kheda,387305,60,5,5,70
Telangana,Karimnagar,505474,64,6,0,70
Bihar,Purnea,854337,49,21,0,70
Gujarat,Bharuch,391810,65,4,1,70
Karnataka,Gulbarga,585236,57,13,0,70
West Bengal,Howrah,711309,32,35,3,70
Madhya Pradesh,Singrauli,486670,54,16,0,70
Andhra Pradesh,West Godavari,534202,61,9,0,70
Karnataka,Uttara Kannada,581346,65,5,0,70
Karnataka,Bangalore,560011,59,10,1,70
Kerala,Thrissur,680589,57,11,2,70
Uttar Pradesh,Prayagraj,212301,47,19,4,70
Jammu And Kashmir,Jammu,180011,52,18,0,70
Gujarat,Jamnagar,361010,58,11,1,70
West Bengal,Barddhaman,713104,57,13,0,70
Tamil Nadu,Tiruppur,641601,56,14,0,70
Tamil Nadu,Tiruppur,642201,54,16,0,70
West Bengal,Barddhaman,713206,50,20,0,70
Gujarat,Mahesana,384350,61,8,1,70
Telangana,Nizamabad,503219,63,7,0,70
Tamil Nadu,Tirupattur,635651,67,3,0,70
Karnataka,Belagavi,591221,62,6,2,70
Punjab,Ludhiana,142035,56,11,3,70
Tamil Nadu,Dharmapuri,636812,54,16,0,70
Telangana,Jagitial,505454,68,2,0,70
